7_0,7_1,2.278497492719569
7_0,7_2,2.038752821217208
7_0,7_3,1.7828962117099938
7_0,7_4,1.8292800073165711
7_0,7_5,2.11040463307885
33_0,33_1,3.473347966033104
33_0,33_2,3.6708456884389764
33_0,33_3,3.585205293371736
33_0,33_4,2.7962750014621633
33_0,33_5,3.0487690505969294
33_0,33_6,3.40825255861115
42_0,42_1,2.047130467686429
42_0,42_2,1.9581965337613807
42_0,42_3,2.3536393396603374
42_0,42_4,1.8899117962505947
42_0,42_5,1.0038327733256918
42_0,42_6,2.249299462961208
42_0,42_7,1.3025174640364574
42_0,42_8,2.2148996465650987
42_0,42_9,2.0365391797819314
64_0,64_1,0.9652645163298949
64_0,64_2,0.7839673822094286
64_0,64_3,1.3802964121381347
64_0,64_4,1.1706812265560493
64_0,64_5,0.8453001915304015
64_0,64_6,1.0735997834845754
64_0,64_7,1.4766814301959135
