7_0,7_1,1.7540967256211915
7_0,7_2,1.7427093508662985
7_0,7_3,2.4091874939278006
7_0,7_4,2.6514702972930944
7_0,7_5,1.9991756889126941
7_0,7_6,2.4329845391489116
7_0,7_7,1.362203650288775
7_0,7_8,1.418042431149959
7_0,7_9,1.954684730667289
33_0,33_1,2.8998881289010314
33_0,33_2,3.737785202909184
33_0,33_3,3.742943149847434
42_0,42_1,2.2265891060778604
42_0,42_2,1.8164870214399684
42_0,42_3,1.9399828870898634
42_0,42_4,2.140628121091376
42_0,42_5,1.8712474287965721
42_0,42_6,2.402268247802346
42_0,42_7,2.2804618311454643
42_0,42_8,1.831633632835051
42_0,42_9,2.3051302395335975
64_0,64_1,0.904316284917255
64_0,64_2,1.1708856753924344
64_0,64_3,1.2491624764077205
64_0,64_4,1.3692466008045034
64_0,64_5,1.075789744366251
64_0,64_6,1.2439648957491312
64_0,64_7,1.0234937320490183
64_0,64_8,1.0948282354330332
64_0,64_9,0.9861017919649067
108_0,108_1,0.8524720968964377
108_0,108_2,1.242994880240464
108_0,108_3,1.0662143041428476
108_0,108_4,1.016638267134144
108_0,108_5,1.2608438232366064
108_0,108_6,1.029843381856198
108_0,108_7,0.9782662627934455
108_0,108_8,1.2479297152137545
108_0,108_9,1.2157983843643823
