7_0,7_1,2.3916577396830068
7_0,7_2,2.57765597270182
33_0,33_1,3.377495496231079
42_0,42_1,1.849792206751647
42_0,42_2,1.540083122331598
64_0,64_1,1.441156185237009
64_0,64_2,0.956489543291366
64_0,64_3,0.8479379369181924
64_0,64_4,0.9287165882012401
64_0,64_5,1.2237398488921367
64_0,64_6,0.6502129705327022
64_0,64_7,1.412533897712464
108_0,108_1,1.373198106944034
108_0,108_2,0.936365044865188
108_0,108_3,1.2019878482153166
108_0,108_4,0.6432301201405528
108_0,108_5,1.0168306261577946
108_0,108_6,1.0941842310057108
