7_0,7_1,2.4623357512220494
7_0,7_2,2.668600629789337
7_0,7_3,1.7878539571261074
7_0,7_4,2.5737873505400803
7_0,7_5,2.499352587655752
7_0,7_6,2.539800769882189
7_0,7_7,2.55592057037526
7_0,7_8,2.4826497418762625
7_0,7_9,1.8732997453118265
33_0,33_1,2.84713052256242
33_0,33_2,3.848596438948042
33_0,33_3,4.038066444298575
33_0,33_4,3.045848537820864
42_0,42_1,1.3860656110339018
42_0,42_2,1.8679830863732756
42_0,42_3,2.2890640429231697
42_0,42_4,1.986310683969072
42_0,42_5,2.402081472702664
42_0,42_6,2.4933833235894016
42_0,42_7,2.0801602618261055
42_0,42_8,1.7769048246215189
42_0,42_9,1.9115461100142084
64_0,64_1,1.2019262086368552
64_0,64_2,1.1846035591382496
64_0,64_3,1.214655433258107
64_0,64_4,1.4757753782599783
64_0,64_5,1.045462783140787
64_0,64_6,0.9281088996819067
64_0,64_7,1.4097782320188925
64_0,64_8,1.3712243475663421
64_0,64_9,0.9346204327071165
108_0,108_1,0.9970432763170161
108_0,108_2,1.0356733372555202
108_0,108_3,0.9088952612585701
108_0,108_4,0.9032371468706831
108_0,108_5,0.9979081511183863
108_0,108_6,1.3462264572438654
108_0,108_7,1.2375327800315716
108_0,108_8,1.0113147508411455
108_0,108_9,1.0983114082419014
