$3fql_2_1	$selected UNL:A:1
$3fql_2_3	$selected UNL:A:1
$3fql_2_4	$selected UNL:A:1
$3fql_2_6	$selected UNL:A:1
$3fql_2_9	$selected UNL:A:1
$3fql_3_7	$selected UNL:A:1
$3fql_11_6	$selected UNL:A:1
$3fql_13_4	$selected UNL:A:1
$3fql_13_6	$selected UNL:A:1
$3fql_20_1	$selected UNL:A:1
$3fql_23_2	$selected UNL:A:1
$3fql_31_1	$selected UNL:A:1
$3fql_33_1	$selected UNL:A:1
$3fql_42_4	$selected UNL:A:1
$3fql_43_4	$selected UNL:A:1
$3fql_43_5	$selected UNL:A:1
$3fql_43_8	$selected UNL:A:1
$3fql_47_1	$selected UNL:A:1
$3fql_47_5	$selected UNL:A:1
$3fql_47_8	$selected UNL:A:1
$3fql_80_3	$selected UNL:A:1
$3fql_80_4	$selected UNL:A:1
$3fql_80_5	$selected UNL:A:1
$3fql_91_2	$selected UNL:A:1
$3fql_91_3	$selected UNL:A:1
$3fql_91_5	$selected UNL:A:1
$3fql_91_7	$selected UNL:A:1
$3fql_91_9	$selected UNL:A:1
$3fql_95_2	$selected UNL:A:1
$3fql_96_1	$selected UNL:A:1
$3fql_98_2	$selected UNL:A:1
$3fql_100_1	$selected UNL:A:1
$3fql_100_2	$selected UNL:A:1
$3fql_102_1	$selected UNL:A:1
$3fql_102_2	$selected UNL:A:1
$3fql_104_2	$selected UNL:A:1
$3fql_105_2	$selected UNL:A:1
$3fql_105_3	$selected UNL:A:1
$3fql_109_1	$selected UNL:A:1
$3fql_111_2	$selected UNL:A:1
$3fql_115_3	$selected UNL:A:1
$3fql_117_5	$selected UNL:A:1
$3fql_120_1	$selected UNL:A:1
$3fql_120_4	$selected UNL:A:1
$3fql_120_5	$selected UNL:A:1
$3fql_120_6	$selected UNL:A:1
$3fql_120_7	$selected UNL:A:1
$3fql_122_3	$selected UNL:A:1
$3fql_123_1	$selected UNL:A:1
$3fql_126_2	$selected UNL:A:1
