1_0	1_1	62.16149876
1_0	1_2	62.16005592
1_0	1_3	62.12514734
1_0	1_4	61.2410044
1_0	1_5	62.72218359
1_0	1_6	62.69227392
1_0	1_7	62.47361424
1_0	1_8	62.40995992
1_0	1_9	62.71730953
2_0	2_1	62.30085447
2_0	2_2	62.30416654
2_0	2_3	62.22452627
2_0	2_4	62.74017329
2_0	2_5	62.69438066
2_0	2_6	61.24490059
2_0	2_7	62.67654971
2_0	2_8	62.67461656
2_0	2_9	62.4553308
3_0	3_1	62.17745593
3_0	3_2	62.16925631
3_0	3_3	62.72629188
3_0	3_4	62.72087267
3_0	3_5	61.25403014
3_0	3_6	62.50246211
3_0	3_7	62.46901341
3_0	3_8	62.68862353
3_0	3_9	62.4417814
4_0	4_1	66.07506766
4_0	4_2	66.70757358
4_0	4_3	66.45854451
4_0	4_4	66.29545929
4_0	4_5	65.74878965
4_0	4_6	66.03277899
4_0	4_7	67.06853337
4_0	4_8	66.24380264
4_0	4_9	65.64808455
5_0	5_1	62.22520211
5_0	5_2	62.20588399
5_0	5_3	62.73710465
5_0	5_4	61.18952885
5_0	5_5	62.67050038
5_0	5_6	62.57053003
5_0	5_7	62.69966374
6_0	6_1	62.17790014
6_0	6_2	62.17562804
6_0	6_3	61.00483526
6_0	6_4	62.75238341
6_0	6_5	62.55209873
6_0	6_6	61.13464524
7_0	7_1	62.21310025
7_0	7_2	62.19777306
7_0	7_3	62.19992472
7_0	7_4	62.69493621
7_0	7_5	62.73949156
7_0	7_6	62.71791816
7_0	7_7	61.27923638
8_0	8_1	67.42702295
8_0	8_2	68.20698996
8_0	8_3	68.21150002
8_0	8_4	67.96607322
8_0	8_5	67.53915771
8_0	8_6	68.87540715
8_0	8_7	67.23303106
9_0	9_1	62.29969931
9_0	9_2	62.18433913
9_0	9_3	61.16953025
9_0	9_4	62.74605604
9_0	9_5	62.68830365
9_0	9_6	62.70094773
9_0	9_7	62.58252304
9_0	9_8	62.69601191
9_0	9_9	62.51968942
10_0	10_1	65.09310442
10_0	10_2	64.57833554
10_0	10_3	65.25005863
10_0	10_4	65.26443109
10_0	10_5	65.53406906
10_0	10_6	64.92285865
10_0	10_7	64.52973138
10_0	10_8	65.44350216
10_0	10_9	65.20147581
11_0	11_1	63.48095829
11_0	11_2	63.24365698
11_0	11_3	63.65329709
12_0	12_1	64.46464331
12_0	12_2	63.96643974
12_0	12_3	64.42957273
12_0	12_4	65.25555768
13_0	13_1	61.90607293
13_0	13_2	62.63475101
13_0	13_3	62.63972264
13_0	13_4	62.53023695
13_0	13_5	64.40128179
13_0	13_6	60.96549292
13_0	13_7	64.4201566
13_0	13_8	63.42613687
14_0	14_1	62.1659598
14_0	14_2	62.73434122
14_0	14_3	61.01098844
14_0	14_4	62.18284862
14_0	14_5	61.29331943
14_0	14_6	62.53655171
14_0	14_7	62.68423254
14_0	14_8	62.42919811
14_0	14_9	62.42970341
16_0	16_1	63.53656501
16_0	16_2	64.19460485
16_0	16_3	63.46737477
16_0	16_4	65.78325501
16_0	16_5	64.61439099
17_0	17_1	64.68700498
17_0	17_2	64.88289795
17_0	17_3	64.89722544
18_0	18_1	63.29677314
18_0	18_2	62.74536125
18_0	18_3	63.45598342
18_0	18_4	63.02757772
18_0	18_5	63.99710268
19_0	19_1	64.75787267
19_0	19_2	64.97088297
19_0	19_3	64.42747194
19_0	19_5	65.77552516
20_0	20_1	63.28241379
20_0	20_2	62.7417004
20_0	20_3	63.39813756
20_0	20_4	63.03960306
20_0	20_5	63.95052885
21_0	21_1	66.96797754
21_0	21_2	67.3877846
21_0	21_3	67.26528604
22_0	22_1	61.89518409
22_0	22_2	62.64875532
22_0	22_3	62.21551716
22_0	22_4	60.89252327
23_0	23_1	63.28478095
24_0	24_1	64.77159205
24_0	24_2	64.63966619
24_0	24_4	64.52527498
26_0	26_1	62.2809751
26_0	26_2	62.17795894
26_0	26_3	62.75112556
26_0	26_4	62.6910317
26_0	26_5	62.55542682
26_0	26_6	62.70085842
26_0	26_7	62.63900031
27_0	27_1	64.94239368
27_0	27_2	65.22484309
27_0	27_3	64.98389712
28_0	28_1	61.0622214
28_0	28_2	60.9794251
28_0	28_3	60.97439744
28_0	28_4	61.46043415
28_0	28_5	61.64140627
28_0	28_7	61.80085867
28_0	28_8	61.33299394
28_0	28_9	61.46396354
29_0	29_1	62.06106337
29_0	29_2	62.75257403
29_0	29_3	62.05494178
29_0	29_4	62.7948312
29_0	29_5	62.64182967
29_0	29_6	63.92954872
31_0	31_1	62.14790183
31_0	31_2	62.11629233
31_0	31_3	62.77483452
31_0	31_4	62.73655641
31_0	31_5	62.481851
31_0	31_6	64.10369407
31_0	31_7	62.4576109
33_0	33_1	62.14654083
33_0	33_2	62.08049885
33_0	33_3	62.74488599
33_0	33_4	62.74262986
33_0	33_5	62.08488803
33_0	33_6	61.13770929
33_0	33_7	62.41474418
33_0	33_8	62.45940828
34_0	34_1	62.1815653
34_0	34_2	62.72918503
34_0	34_3	62.15808673
34_0	34_4	62.73466635
34_0	34_5	62.43306946
34_0	34_6	62.70412731
34_0	34_7	62.43753694
35_0	35_1	61.91488617
35_0	35_2	61.90535183
35_0	35_3	62.63541839
35_0	35_4	62.55682981
35_0	35_5	62.63791734
38_0	38_1	64.9164487
38_0	38_2	67.79387388
38_0	38_3	65.3241877
